Season,Primary Category,Secondary Category,ActivityName,Description,ActivityNumber,Ages,Location,Address,City,State,Zip,Activity Facility,Start Date,End Date,Start Time,End Time,Sessions,Days of the Week,Fee,Status,Address/Location
Spring 2019,Arts & Crafts,Arts,Ceramics (Tuesdays/Thursdays),"Margaret Schweinhaut Senior Center1000 Forest Glen Road, Silver Spring, MD 20901Front Desk # 240-777-8085 Program Name:Ceramics (Instructor: Sandra Patterson) Day(s) of Week:Tuesdays & Thursdays Time:9:30 a.m. - 1:00 p.m. Description:A creative class where bisque and greenware become art! You can purchase pieces or bring your own. Pre-registration Required? No, drop in only. Cost: $20 per month",64823,55 and up,Margaret Schweinhaut Senior Center,1000 Forest Glen Road,Silver Spring,MD,20901,Margaret Schweinhaut Senior Center Art Room,2/12/2019,5/9/2019,9:30:00 AM,1:00:00 PM,24,"T,Th",0,Open,"1000 Forest Glen Road
Silver Spring, MD 20901
(39.01789, -77.025502)"
Spring 2019,Arts & Crafts,Special Interest,Sew Simple Fashion Design,"The ""Sew"" Simple Fashion Design workshop proves that fashion never looked so good, and yummy!  Learn basic pattern-making, illustration, and stitching techniques, while creating pillows inspired by some of your favorite treats including: candy, donuts, and even pizza!",64244,At least 8 but less than 14,Nancy H. Dacek North Potomac Community Rec Center,13850 Travilah Road,Rockville,MD,20850,N Potomac CRC Activity Room B at Nancy H. Dacek North Potomac Community Rec Center,5/18/2019,5/18/2019,12:00:00 PM,2:30:00 PM,1,Sa,65,Open,"13850 Travilah Road
Rockville, MD 20850
(39.082916, -77.232348)"
Spring 2019,Fitness,Fitness,Kelley's Complete Fitness Workout,"This safe, effective, co-ed program strengthens and tones all major muscle groups. The instructor incorporates elements of yoga, Pilates, kickboxing and traditional exercises into a total-body workout, choreographed to music. Instructors will show proper execution, body alignment and posture. Each class concludes with a relaxation segment. Bring a towel or mat. Light hand weights are optional. For more information contact Pam at 301-774-6342.",63367,18 and up,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,Bauer Gymnasium at Bauer Drive Community Recreation Center,4/3/2019,6/5/2019,9:10:00 AM,10:25:00 AM,9,W,72,Open,"14625 Bauer Drive
Rockville, MD 20853
(39.095357, -77.109505)"
Spring 2019,Sports,Soccer,Hummingbirds Soccer,"Participants learn the basics of soccer: dribbling, passing, trapping, shooting, defense and positioning. Each session consists of instruction in all aspects of the game, with fun drills and non-competitive games. All coaching will be conducted by Jump Start Sports. Includes team T-shirt and award.",60141,At least 5 but less than 7,Cabin John Regional Park,7400 Tuckerman Lane,Bethesda,MD,20817,Cabin John RP Field #7 FS at Cabin John Regional Park,4/6/2019,5/18/2019,3:00:00 PM,4:00:00 PM,6,Sa,90,Open,"7400 Tuckerman Lane
Bethesda, MD 20817
(39.037867, -77.145809)"
Spring 2019,Aquatics,Youth Swim Lessons,Youth Level 2,"Designed for children at least 7 years old. This class is for students who are already water adjusted. Students must be able to submerge for 3 seconds and float on their front and back. Please read the course descriptions carefully.  Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs.  THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions.  Class size is limited to 8 students. Screening is available to evaluate the student's abilities  at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",62883,At least 7 but less than 14,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Leisure Pool at Germantown Indoor Swim Center,4/24/2019,5/29/2019,5:30:00 PM,6:00:00 PM,6,W,60,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Wellness,Wellness,Pelvic Floor-Keeping it Healthy,"Led by a physical therapist with pelvic floor rehabilitation experience, this class addresses common pelvic floor problems. Learn exercises to improve the strength and function of the pelvic floor, including alternatives to Kegels.  An exercise band and exercise handouts are included.  An exercise band and exercise handouts are included in the class fee. For questions email info@restoremotion.com or call 301-881-9313.",63451,18 and up,Restore Motion,5410 Edson Lane #350,Rockville,MD,20850,Restore Motion Therapist Room at Restore Motion,5/21/2019,5/21/2019,6:00:00 PM,7:30:00 PM,1,T,30,Open,"5410 Edson Lane #350
Rockville, MD 20850
(39.04032, -77.109944)"
Spring 2019,Fitness,Fitness,Dynaerobics,"This vigorous and challenging conditioning program combines cardio, core and resistance exercises for a safe, total-body workout. Class includes an energizing warmup, a choreographed aerobics workout and a relaxing cool down. The last 45 minutes of class gives special attention to the arms, abdominals, hips, thighs and gluteal muscles, including strength and toning exercises with resistance bands. Bring a mat. Hand weights are optional. Resistance bands are provided. For more information contact Gina at Gina.bodysculpt@gmail.com.",63412,18 and up,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,Bauer Social Hall at Bauer Drive Community Recreation Center,4/2/2019,6/6/2019,6:00:00 PM,7:15:00 PM,19,"T,Th",153,Open,"14625 Bauer Drive
Rockville, MD 20853
(39.095357, -77.109505)"
Spring 2019,Aquatics,Adult Swim Lessons,Adult Level 2,"Designed for teenagers and adults (14yrs and older) who are already water adjusted. Students must be able to submerge for 3 seconds and float on their front. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 10 students. Screening is available to evaluate the student?s abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63606,14 and up,Martin Luther King Jr. Swim Center,1201 Jackson Road,Silver Spring,MD,20904,MLK Main Pool Shallow Lane 3 at Martin Luther King Jr. Swim Center,3/7/2019,4/11/2019,8:50:00 PM,9:20:00 PM,6,Th,65,Open,"1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
Spring 2019,Aquatics,Parent-Assisted Swim Lessons,Aquatots,"Designed for children 18 months - 3 years of age. Basic water adjustment skills and simple water skills are taught. Infants/children who are not toilet trained MUST wear a swim diaper and separate rubber/vinyl pants. An adult must accompany EACH student in the water. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63189,At least 1 1/2 but less than 4,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Leisure Pool 1 at Kennedy Shriver Aquatic Center,4/6/2019,5/18/2019,12:20:00 PM,12:50:00 PM,6,Sa,58,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 3,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who can already swim a combined stroke on their front and back, using a kick and arm stroke for a minimum of 5 yards. Please read the course  descriptions carefully. Select the course  level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the  student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate  their needs. THERE ARE NO MAKE-UPS OR  REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class  size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool  if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",62833,At least 4 but less than 7,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Rec Pool Lane 1 at Germantown Indoor Swim Center,4/2/2019,4/25/2019,6:20:00 PM,6:50:00 PM,6,"T,Th",65,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Therapeutic Recreation Programs,Therapeutic Recreation Programs,TGIF-Totally Great Inclusive Fun - First Fridays,TGIF- Totally Great Inclusive Fun! New theme each month. Start the night with ZamDance Followed by snack and group activity. First Friday of the month is an opportunity to exercise and make new friends! Personal care not provided but caregivers are welcome.,63729,15 and up,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,Bauer Community Room at Bauer Drive Community Recreation Center,6/7/2019,6/7/2019,6:30:00 PM,8:30:00 PM,2,F,10,Open,"14625 Bauer Drive
Rockville, MD 20853
(39.095357, -77.109505)"
Spring 2019,Music,Music,Steel Pan with Josanne,"Come move and groove to the beat as you learn to  play the steelpans- the only chromatic acoustic instrument to be invented in  the 20th century! Apart from learning the basics of steelpan playing technique,  you will also learn about the history of the instrument. By the end of the  course you will know about the function of each different type of steelpan, and  you will be able to perform, as a steel band, different genres of music! The  class is taught by master steelpan performer and educator, Josanne Francis, who  has appeared at venues such as Carnegie Hall, Strathmore, & the Kennedy Center.",64649,At least 10 but less than 99,Good Hope Neighborhood Recreation Center,14715 Good Hope Road,Silver Spring,MD,20905,Good Hope Social Hall at Good Hope Neighborhood Recreation Center,4/1/2019,5/13/2019,6:00:00 PM,8:00:00 PM,6,M,60,Open,"14715 Good Hope Road
Silver Spring, MD 20905
(39.096537, -76.986766)"
Spring 2019,Aquatics,Water Fitness,Water Exercise,"Multi-level aerobics class using water resistance to increase range of motion, strengthen muscles and improve cardiovascular fitness.  It is not necessary to get your face wet.",63016,12 and up,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC  Main Pool at Olney Swim Center,3/22/2019,6/7/2019,9:00:00 AM,9:50:00 AM,11,F,72,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Sports,Basketball,Men's Sunday Basketball League at Bauer Comm. Cent,"Competitive Adult Basketball League at Bauer Community Center. Games start at 4:15 p.m., and are schedule on the hour, last game starting at 9:15 p.m. five weeks of regular season games plus two game guarantee playoffs, competing in a seeding tournament. Please call Pat Sullivan at 240-777-6893 or email patrick.sullivan@montgomerycountymd.gov for more information. Payment plans are available.",63424,18 and up,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,Bauer Community Center,4/7/2019,6/9/2019,4:00:00 PM,9:00:00 PM,8,S,645,Open,"14625 Bauer Drive
Rockville, MD 20853
(39.095357, -77.109505)"
Spring 2019,Martial Arts,Karate/Jujitsu,Tiny Tigers,"This action-packed class will enhance hand-eye coordination, agility and balance as students learn basic karate techniques. We also focus on important life-skills such as improving eye contact, concentration and first-time listening skills. Our full-time instructors work with kids in a safe, clean environment that features top quality equipment and padded floors for extra safety. An official Kicks Karate uniform and white belt are included in the class fee.",63090,At least 3 but less than 5,Kicks Karate Silver Spring,2257 Bel Pre Road,Silver Spring,MD,20906,Kicks Karate Silver Spring at Kicks Karate Silver Spring,4/3/2019,5/10/2019,5:30:00 PM,6:00:00 PM,10,"W,F",129,Open,"2257 Bel Pre Road
Silver Spring, MD 20906
(39.09049, -77.048474)"
Spring 2019,Wellness,CPR/FRP/AED,Community Basic First Aid and CPR_AED,This class offers hands-on First Aid and CPR-AED training and certification. This certification can be used to save a life and to obtain employment. Our mission is to provide the community with the skills and knowledge needed to potentially save a life.  Certifications and material will be from EMS Safety Service unless a specific request made prior to training. $20 material fee is due at first session. For more information contact Tiquia.bennett@gmail.com.,63443,13 and up,Germantown Community Recreation Center,18905 Kingsview Drive,Germantown,MD,20874,Germantown Lounge at Germantown Community Recreation Center,5/29/2019,5/29/2019,5:00:00 PM,8:00:00 PM,1,W,75,Open,"18905 Kingsview Drive
Germantown, MD 20874
(39.165622, -77.28666)"
Spring 2019,Arts & Crafts,Jewelry,Vintage Jewelry,"Learn the techniques necessary to create beautiful vintage jewelry.  Students will learn the basic beading techniques and antique finishes to create necklaces, bracelets and earring designs. Bring a basic toolkit of flat nose pliers, round nose pliers and wire cutters.  $20 material fee due to instructor in class.",63997,12 and up,Wisconsin Place Community Rec Center,5311 Friendship Boulevard,Chevy Chase,MD,20815,Wisconsin Classroom 2 at Wisconsin Place Community Rec Center,6/8/2019,6/8/2019,10:00:00 AM,12:00:00 PM,1,Sa,36,Open,"5311 Friendship Boulevard
Chevy Chase, MD 20815
(38.962173, -77.088959)"
Spring 2019,Martial Arts,Karate/Jujitsu,Karate/Jujitsu Adult,"Learn the physical and psychological aspects of Tang Soo Do-style Korean Karate and Jujitsu with instructors from Tompkins Karate Association. Class offers exercise, drills, lecture and competition with promotional exams available. This class is geared toward participants 13 and older. Beginner through advanced levels.",63513,13 and up,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,Bauer Social Hall at Bauer Drive Community Recreation Center,4/10/2019,6/12/2019,8:00:00 PM,9:30:00 PM,9,W,77,Open,"14625 Bauer Drive
Rockville, MD 20853
(39.095357, -77.109505)"
Spring 2019,Fitness,Playtime & Movement for Tots,Funfit Tots Family Class,"A fun-filled, high-energy activity class that includes games, songs, stories, music, parachute balls and more, providing a great workout for the whole family. Adult participation required. Child must be walking. Class price is per child. $5 material fee due at first session.",62925,At least 3 but less than 5,Tilden Middle School,11211 Old Georgetown Road,Rockville,MD,20852,Tilden MS - CAFETERIA at Tilden Middle School,4/6/2019,6/8/2019,11:00:00 AM,11:45:00 AM,8,Sa,109,Open,"11211 Old Georgetown Road
Rockville, MD 20852
(39.038751, -77.122716)"
Spring 2019,Aquatics,Parent-Assisted Swim Lessons,Pre-School,"Designed for children 3-5 years of age.  Basic water adjustment continues, but simple water skills are now emphasized.  Infants/children who are not toilet trained MUST wear a swim diaper and separate rubber/vinyl pants.  An adult must accompany EACH student in the water. Please read the course  descriptions carefully. Select the course  level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the  student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate  their needs. THERE ARE NO MAKE-UPS OR  REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class  size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool  if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63290,At least 3 but less than 6,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Leisure Pool 4 at Kennedy Shriver Aquatic Center,2/26/2019,4/2/2019,10:30:00 AM,11:00:00 AM,6,T,58,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 1,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who need to learn basic water adjustment skills. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 5 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63204,At least 4 but less than 7,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Leisure Pool 2 at Kennedy Shriver Aquatic Center,2/24/2019,3/31/2019,12:20:00 PM,12:50:00 PM,6,S,67,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Dance,Ballet,Little Royals Ballet,"Ballet princesses and princes will cover the fundamentals of classic ballet vocabulary and technique. Students will learn the importance of strength, flexibility, rhythm and musicality in a fun, informal setting. The last class will conclude with a short dance presentation. For more information contact Robyn at info@rldancecompany.com.",64135,At least 4 but less than 10,Germantown Community Recreation Center,18905 Kingsview Drive,Germantown,MD,20874,Germantown Social Hall B at Germantown Community Recreation Center,4/6/2019,6/1/2019,11:00:00 AM,11:45:00 AM,7,Sa,59,Open,"18905 Kingsview Drive
Germantown, MD 20874
(39.165622, -77.28666)"
Spring 2019,Aquatics,Parent-Assisted Swim Lessons,Pre-School,"Designed for children 3-5 years of age.  Basic water adjustment continues, but simple water skills are now emphasized.  Infants/children who are not toilet trained MUST wear a swim diaper and separate rubber/vinyl pants.  An adult must accompany EACH student in the water. Please read the course  descriptions carefully. Select the course  level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the  student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate  their needs. THERE ARE NO MAKE-UPS OR  REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class  size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool  if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63297,At least 3 but less than 6,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Leisure Pool 2 at Kennedy Shriver Aquatic Center,2/24/2019,3/31/2019,1:00:00 PM,1:30:00 PM,6,S,58,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Dance,Ballet,Kidz Dance,"Children will love this introduction to ballet dance. Students will explore dance, rhythm and coordination. Parent participation may be required. Ballet slippers are required.",63472,At least 3 but less than 5,Germantown Community Recreation Center,18905 Kingsview Drive,Germantown,MD,20874,Germantown Social Hall A at Germantown Community Recreation Center,4/10/2019,6/5/2019,3:30:00 PM,4:15:00 PM,8,W,105,Open,"18905 Kingsview Drive
Germantown, MD 20874
(39.165622, -77.28666)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 4,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who can already swim a coordinated front crawl for 15 yards (across the width of the pool), back crawl for 5 yards and are comfortable in deep water. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63648,At least 4 but less than 7,Martin Luther King Jr. Swim Center,1201 Jackson Road,Silver Spring,MD,20904,MLK Main Pool Shallow Lane 2 at Martin Luther King Jr. Swim Center,3/7/2019,4/11/2019,7:30:00 PM,8:00:00 PM,6,Th,65,Open,"1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
Spring 2019,Aquatics,Adult Swim Lessons,Adult Level 2,"Designed for teenagers and adults who are already water adjusted.  Students must be able to submerge for 3 seconds and float on their front and back without support. Class size is limited to 6 students. Please read the course descriptions carefully. Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",62744,14 and up,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Rec Pool Lane 1 at Germantown Indoor Swim Center,5/4/2019,6/8/2019,10:25:00 AM,10:55:00 AM,6,Sa,65,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Fitness,Strength Training,Fitness Kickboxing,"Are you looking for a fast-paced, kick-butt, calorie-burning, adrenaline-pumping, action-packed workout? This class combines high-energy music with the kicks, punches and strikes of kickboxing for the ultimate conditioning workout. You'll improve muscular definition, cardiovascular fitness, flexibility and the ability to protect yourself. Fee includes a free pair of boxing gloves. For more information contact Kicks Karate at Lbussard@kickskarate.com",63416,13 and up,Kicks Karate Potomac,9812 Falls Rd. Suite 116,Potomac,MD,20854,Kicks Karate Potomac at Kicks Karate Potomac,4/1/2019,5/8/2019,6:05:00 PM,6:55:00 PM,10,"M,W",129,Open,"9812 Falls Rd. Suite 116
Potomac, MD 20854
(39.016816, -77.210319)"
Spring 2019,Martial Arts,Karate/Jujitsu,Karate/Jujitsu,"Learn the physical and psychological aspects of Tang Soo Do-style Korean Karate and Jujitsu with instructors from Tompkins Karate Association. Class offers exercise, drills, lecture and competition with promotional exams available.  Beginners must attend the 6 p.m. class at Upper County, Bauer, Damascus, Resnik, Praisner and Germantown locations. Beginners may attend the later time at all other sites.",63499,At least 6 but less than 14,Bauer Drive Community Recreation Center,14625 Bauer Drive,Rockville,MD,20853,Bauer Gymnasium at Bauer Drive Community Recreation Center,4/10/2019,6/12/2019,7:00:00 PM,8:00:00 PM,9,W,68,Open,"14625 Bauer Drive
Rockville, MD 20853
(39.095357, -77.109505)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 2,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who are already water adjusted. Students must be able to submerge for 3 seconds and float on their front and back without support. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63839,At least 4 but less than 7,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Leisure Pool 2 at Olney Swim Center,4/28/2019,6/9/2019,9:10:00 AM,9:40:00 AM,6,S,65,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Travel,Senior Trips - SOAR,Museum of The Am Revolution & Constitution Center,"A New Tour!    Enjoy a journey through the  remarkable story of America's founding. At  our visit to the Museum of the American Revolution we will take a whirlwind  journey from the American Revolution to the birth of ""We the People"" and will  explore the personal stories of the men and women who fought for Americas  independence. Join the angry mob that pulls down a statue of King George III.  Face the enemy on the front lines of battle while risking everything for the  uncertain hope of freedom. Follow George Washington's remarkable journey. We  will also visit the National Constitution Center, the only museum dedicated to  the U.S. Constitution. See the story of the American quest for freedom. Witness  the story of ""We the People"" See life-size statues of the Founding Fathers. Box  lunch included, at the American Revolution Museum.",59908,55 and up,Olney Manor Recreational Park,16601 Gerogia Avenue,Olney,MD,20832,Olney Manor Parking Lot at Olney Manor Recreational Park,4/25/2019,4/25/2019,7:00:00 AM,6:00:00 PM,1,Th,92,Open,"16601 Gerogia Avenue
Olney, MD 20832"
Spring 2019,Sports,Soccer,Coach Doug Soccer,"Learn fundamental soccer skills, soccer rules and playing strategies. By concentrating on soccer, children have a greater opportunity to comfortably develop individual skills in a team environment. Adult participation not required. For more information contact 301-983-2690. $10 material fee due at first session.",62724,At least 3 but less than 7,Potomac Community Recreation Center,11315 Falls Road,Potomac,MD,20854,Potomac Gymnasium at Potomac Community Recreation Center,4/11/2019,6/6/2019,5:00:00 PM,5:45:00 PM,8,Th,110,Open,"11315 Falls Road
Potomac, MD 20854
(39.041226, -77.19248)"
Spring 2019,Aquatics,Youth Swim Lessons,Youth Level 1,"Designed for children at least 7 years old. This class is for students who need to learn basic water adjustment skills. Please read the course descriptions carefully.  Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs.  THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions.  Class size is limited to 8 students. Screening is available to evaluate the student's abilities  at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",62872,At least 7 but less than 14,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Rec Pool Lane 3 at Germantown Indoor Swim Center,5/5/2019,6/16/2019,10:25:00 AM,10:55:00 AM,6,S,60,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Aquatics,Parent-Assisted Swim Lessons,Pre-School,"Designed for children 3-5 years of age. Basic water adjustment continues, but simple water skills are now emphasized. Infants/children who are not toilet trained MUST wear a swim diaper and separate rubber/vinyl pants. An adult must accompany EACH student in the water. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",62850,At least 3 but less than 6,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Leisure Pool 1 at Germantown Indoor Swim Center,3/9/2019,4/27/2019,1:05:00 PM,1:35:00 PM,6,Sa,58,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Aquatics,Parent-Assisted Swim Lessons,Aquatots,"Designed for children 18 months - 3 years of age. Basic water adjustment skills and simple water skills are taught. Infants/children who are not toilet trained MUST wear a swim diaper and separate rubber/vinyl pants. An adult must accompany EACH student in the water. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",62760,At least 1 1/2 but less than 4,Germantown Indoor Swim Center,18000 Central Park Circle,Boyds,MD,20841,GISC Leisure Pool 1 at Germantown Indoor Swim Center,3/6/2019,4/10/2019,6:10:00 PM,6:40:00 PM,6,W,58,Open,"18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
Spring 2019,Aquatics,Adult Swim Lessons,Adult Level 4,"Designed for teenagers and adults (14yrs and older) who can already swim a coordinated front and back crawls for 15 yards(width of the pool) and are comfortable in deep water. Please read the course  descriptions carefully. Select the course  level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the  student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate  their needs. THERE ARE NO MAKE-UPS OR  REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class  size is limited to 10 students. Screening is available to evaluate the student's abilities at each pool  if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63171,14 and up,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Main Pool Shallow Lane 4 at Kennedy Shriver Aquatic Center,4/7/2019,5/19/2019,11:40:00 AM,12:10:00 PM,6,S,65,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
